customer_id,account_name,csm_owner,health_score,health_trend,mrr_usd,renewal_date,churn_date,status,last_qbr_date,open_tickets,nps_score,sf_account_id
CUST-0629,polare,rafael@raptorsoft.com,17,Declining,1600.4,2025-09-09,,Active,,6,7,ACC-1109
CUST-0630,RushFlow,lucas@raptorsoft.com,20,Declining,0.0,2026-04-10,2024-03-21,Churned,2024-08-17,2,1,
CUST-0631,mindbox,,43,Stable,6052.27,2025-02-21,,Active,2024-09-30,2,,
CUST-0632,Zentra Tech,lucas@raptorsoft.com,91,,9498.99,2025-03-20,,Active,2023-10-23,0,,
CUST-0633,Amplia,lucas@raptorsoft.com,29,Stable,0.0,2026-01-23,2024-12-15,Churned,,6,,ACC-1113
CUST-0634,corelogic,patricia@raptorsoft.com,20,Stable,7115.28,2024-09-23,,Active,2024-09-30,8,5,ACC-1114
CUST-0635,Tap Flow,,78,Improving,6613.92,2025-01-06,,Active,2024-04-22,7,6,
CUST-0636,Innova Tech,rafael@raptorsoft.com,65,Stable,14129.55,2025-01-16,,Active,2023-08-11,7,10,
CUST-0637,GridSoft,carla@raptorsoft.com,95,Declining,0.0,2025-02-15,,Active,2024-07-14,10,,
CUST-0638,polaris,patricia@raptorsoft.com,,Improving,0.0,2025-04-02,2024-05-14,Churned,2023-08-28,6,7,
CUST-0639,Blue Path,lucas@raptorsoft.com,56,Improving,3722.16,2025-07-25,,Active,2024-07-10,1,10,
CUST-0640,Acme,carla@raptorsoft.com,,,6113.08,2025-05-31,,Active,2024-03-20,1,7,ACC-1100
CUST-0641,Beta Solutions,lucas@raptorsoft.com,,Declining,6199.78,2025-10-03,,Active,,0,2,ACC-1101
CUST-0642,Grupo Nexus,patricia@raptorsoft.com,54,Declining,13069.52,2026-06-26,,Active,2024-01-31,0,,ACC-1102
CUST-0643,Vértice Tech,rafael@raptorsoft.com,64,Declining,0.0,2025-01-04,2025-01-22,Churned,,12,8,
CUST-0644,orbit digital,carla@raptorsoft.com,81,Stable,6738.18,2025-08-06,,Active,2024-11-09,12,6,
CUST-0645,Fluxo Sistemas,carla@raptorsoft.com,,Stable,14745.08,2026-03-10,,Active,,11,,ACC-1105
CUST-0646,DataPrime,carla@raptorsoft.com,42,Improving,13184.45,2025-03-10,,Active,2024-05-15,11,4,ACC-1106
CUST-0647,ConnectWave,lucas@raptorsoft.com,,,3448.35,2024-03-08,,Active,,1,7,ACC-1107
CUST-0648,Sky Ops,rafael@raptorsoft.com,60,Declining,7118.01,2026-02-13,,Active,2023-06-06,0,,
CUST-0649,POLARE,patricia@raptorsoft.com,89,Improving,12885.19,2026-06-06,,Active,2023-06-21,8,10,
CUST-0650,Rush Flow,rafael@raptorsoft.com,89,Declining,0.0,2026-02-09,2024-06-02,Churned,2023-11-04,4,,
CUST-0651,Mind Box,patricia@raptorsoft.com,88,Stable,14714.43,2025-03-01,,Active,,1,,
CUST-0652,zentra,,56,Declining,12255.36,2025-10-02,,Active,,0,10,ACC-1112
CUST-0653,AMPLIA SOLUCOES,rafael@raptorsoft.com,51,,3242.13,2025-07-24,,Active,2023-08-15,7,9,
CUST-0654,CoreLogic,carla@raptorsoft.com,77,,7960.32,2025-07-31,,Active,,7,,ACC-1114
CUST-0655,Tap Flow,rafael@raptorsoft.com,52,Improving,4838.55,2025-02-01,,Active,2023-11-01,2,,ACC-1115
CUST-0656,INNOVA,carla@raptorsoft.com,80,,13812.45,2025-11-12,,Active,2024-08-27,10,,
CUST-0657,Grid Soft,lucas@raptorsoft.com,73,Improving,5290.72,2025-01-15,,Active,,0,5,
CUST-0658,Polaris,patricia@raptorsoft.com,63,,9495.97,2025-12-28,,Active,,12,,ACC-1118
CUST-0659,BLUEPATH,lucas@raptorsoft.com,33,Stable,10018.11,2025-12-17,,Active,2023-12-12,10,6,
CUST-0660,Acme Corp.,patricia@raptorsoft.com,96,Stable,6466.67,2025-10-18,,Active,,12,,ACC-1100
CUST-0661,beta solutions,patricia@raptorsoft.com,44,Improving,0.0,2025-04-18,2024-10-16,Churned,2024-12-20,7,,
CUST-0662,GRUPO NEXUS,patricia@raptorsoft.com,16,Declining,14447.9,2025-02-23,,Active,,2,,
CUST-0663,Vertice,patricia@raptorsoft.com,,Declining,5193.38,2025-01-22,,Active,2023-11-10,5,6,
CUST-0664,Orbit Digital,rafael@raptorsoft.com,,Declining,14257.0,2025-03-28,,Active,2023-12-03,3,,ACC-1104
CUST-0665,Fluxo Sistemas,carla@raptorsoft.com,35,Declining,13202.89,2024-02-18,,Active,,8,10,ACC-1105
CUST-0666,dataprime,patricia@raptorsoft.com,66,Stable,847.41,2025-01-17,,Active,2023-06-22,2,,
CUST-0667,CONNECTWAVE,patricia@raptorsoft.com,92,Improving,4474.64,2025-04-22,,Active,2024-07-19,3,,ACC-1107
CUST-0668,skyops,lucas@raptorsoft.com,,Declining,8451.38,2025-03-17,2023-09-18,Active,2023-10-22,9,8,
CUST-0669,polare,rafael@raptorsoft.com,,Improving,10561.65,2025-09-17,,Active,2024-01-25,9,,ACC-1109
CUST-0670,rushflow,,,Improving,0.0,2025-08-19,2024-02-27,Churned,2024-09-02,1,,ACC-1110
CUST-0671,MINDBOX,lucas@raptorsoft.com,24,Improving,6195.25,2025-04-28,,Active,,11,,ACC-1111
CUST-0672,Zentra Tech,carla@raptorsoft.com,96,Declining,3573.58,2025-01-25,,Active,2023-11-12,8,10,
CUST-0673,AMPLIA SOLUCOES,,83,Improving,11059.36,2026-05-28,,Active,,1,,ACC-1113
CUST-0674,CoreLogic,carla@raptorsoft.com,24,Stable,0.0,2026-01-10,2024-07-19,Churned,,5,,ACC-1114
CUST-0675,TAPFLOW,carla@raptorsoft.com,,Improving,6440.53,2025-04-07,,Active,2024-10-09,7,6,ACC-1115
CUST-0676,INNOVA,carla@raptorsoft.com,10,,0.0,2025-10-21,2024-05-23,Churned,2023-11-07,12,7,ACC-1116
CUST-0677,GridSoft,rafael@raptorsoft.com,62,Stable,0.0,2026-04-03,2024-08-01,Churned,,7,9,
CUST-0678,Polaris Tech,lucas@raptorsoft.com,,Declining,8117.98,2025-10-14,,Active,2024-11-29,10,,ACC-1118
CUST-0679,BLUEPATH,patricia@raptorsoft.com,84,Improving,0.0,2025-04-28,2024-11-25,Churned,2024-09-27,8,9,ACC-1119
CUST-0680,acme,rafael@raptorsoft.com,24,,7985.24,2025-12-07,2024-05-28,Active,,10,8,ACC-1100
CUST-0681,Beta Solutions,rafael@raptorsoft.com,24,,9105.05,2026-01-04,,Active,2023-08-03,8,10,ACC-1101
CUST-0682,GRUPO NEXUS,,23,Improving,12042.62,2025-07-22,,Active,2024-04-23,12,1,
CUST-0683,VERTICE TECH,rafael@raptorsoft.com,66,Improving,11077.96,2026-03-29,,Active,2024-11-30,6,,
CUST-0684,Orbit Digital,lucas@raptorsoft.com,,Declining,0.0,2025-12-11,2024-11-12,Churned,,10,5,ACC-1104
CUST-0685,Fluxo Sistemas,carla@raptorsoft.com,55,Declining,0.0,2025-04-29,2023-08-24,Churned,2024-08-17,10,4,ACC-1105
CUST-0686,DataPrime,carla@raptorsoft.com,41,,10210.23,2025-09-05,,Active,,2,6,ACC-1106
CUST-0687,CONNECTWAVE,carla@raptorsoft.com,,Improving,9421.15,2025-10-31,,Active,2024-04-08,1,,
CUST-0688,SKYOPS,lucas@raptorsoft.com,,Stable,12164.26,2025-10-26,,Active,2023-11-05,1,,ACC-1108
CUST-0689,polare,carla@raptorsoft.com,63,Declining,1626.07,2026-04-24,,Active,,7,4,ACC-1109
CUST-0690,Rush Flow,lucas@raptorsoft.com,56,Stable,12835.42,2026-05-01,,Active,2023-09-06,6,,ACC-1110
CUST-0691,MINDBOX,,34,Improving,10842.75,2025-02-08,,Active,,3,,ACC-1111
CUST-0692,Zentra Tech,,,,14402.62,2026-01-22,,Active,,10,2,ACC-1112
CUST-0693,Amplia Soluções,lucas@raptorsoft.com,62,Stable,1956.11,2025-12-18,,Active,2024-10-13,3,2,ACC-1113
CUST-0694,CoreLogic,lucas@raptorsoft.com,31,Improving,0.0,2026-02-21,2023-07-09,Churned,2024-11-02,4,6,
CUST-0695,Tap Flow,lucas@raptorsoft.com,64,Stable,7265.98,2026-02-16,,Active,,5,9,ACC-1115
CUST-0696,INNOVA,patricia@raptorsoft.com,30,Stable,0.0,2026-05-13,2024-07-06,Churned,2024-08-28,4,,
CUST-0697,Grid Soft,patricia@raptorsoft.com,52,,10950.46,2025-02-04,,Active,,4,2,ACC-1117
CUST-0698,polaris,lucas@raptorsoft.com,85,Improving,10720.49,2026-02-04,,Active,,9,2,ACC-1118
CUST-0699,BLUEPATH,,93,Declining,14531.82,2025-10-05,,Active,2023-12-07,0,6,ACC-1119
CUST-0700,Acme Corp,patricia@raptorsoft.com,,Improving,5886.15,2025-10-16,,Active,2023-07-23,5,,ACC-1100
CUST-0701,BETA SOLUTIONS,lucas@raptorsoft.com,62,Stable,1537.75,2025-08-03,,Active,,12,9,
CUST-0702,GRUPO NEXUS,lucas@raptorsoft.com,29,Improving,7698.95,2025-12-12,,Active,2023-07-23,8,7,
CUST-0703,VERTICE TECH,lucas@raptorsoft.com,100,Declining,2337.61,2024-08-29,,Active,2024-09-06,7,,ACC-1103
CUST-0704,Orbit,,,Improving,9975.33,2025-11-10,,Active,2023-08-29,10,8,
CUST-0705,Fluxo,carla@raptorsoft.com,75,Improving,5521.15,2025-07-28,2024-01-23,Active,,8,8,
CUST-0706,Data Prime,rafael@raptorsoft.com,44,Declining,5071.67,2025-08-22,,Active,,4,9,
CUST-0707,connectwave,patricia@raptorsoft.com,,Improving,7183.98,2026-05-30,,Active,2023-11-08,0,10,ACC-1107
CUST-0708,skyops,patricia@raptorsoft.com,97,Stable,0.0,2025-03-27,2024-02-16,Churned,2023-12-10,0,,
CUST-0709,Polare Ltda,rafael@raptorsoft.com,79,Declining,14784.12,2025-11-12,,Active,2023-08-29,5,,
CUST-0710,rushflow,rafael@raptorsoft.com,44,Improving,0.0,2025-01-22,2024-05-10,Churned,,8,10,
CUST-0711,mindbox,patricia@raptorsoft.com,61,,6732.92,2026-06-26,,Active,,7,9,
CUST-0712,ZENTRA,,90,Declining,7573.4,2026-04-04,2023-11-08,Active,2024-05-01,2,,
CUST-0713,Amplia Soluções,rafael@raptorsoft.com,39,,12112.83,2025-06-09,,Active,,11,,ACC-1113
CUST-0714,Core Logic,lucas@raptorsoft.com,,,10760.59,2025-08-23,,Active,,3,4,ACC-1114
CUST-0715,tapflow,,66,Improving,12200.67,2025-09-26,,Active,2023-07-13,7,,ACC-1115
CUST-0716,innova,rafael@raptorsoft.com,48,Declining,14552.87,2025-08-14,,Active,2023-12-26,5,7,
CUST-0717,Grid Soft,carla@raptorsoft.com,27,Stable,7942.48,2025-07-15,,Active,2024-01-14,4,4,ACC-1117
CUST-0718,Polaris Tech,lucas@raptorsoft.com,19,Declining,13268.86,2025-10-08,,Active,,2,,
CUST-0719,BluePath,carla@raptorsoft.com,,Improving,12800.39,2025-12-10,,Active,2024-01-21,0,,
CUST-0720,acme,carla@raptorsoft.com,74,Stable,1408.05,2025-11-01,,Active,2024-09-23,3,,ACC-1100
CUST-0721,beta solutions,,83,Improving,6125.71,2024-03-19,,Active,2024-03-05,11,,ACC-1101
CUST-0722,Grupo Nexus,rafael@raptorsoft.com,66,Improving,12719.71,2025-08-25,,Active,,3,,
CUST-0723,Vertice,rafael@raptorsoft.com,34,Stable,13149.97,2025-01-11,,Active,2023-09-16,4,,
CUST-0724,ORBIT DIGITAL,patricia@raptorsoft.com,40,Improving,7554.75,2026-03-13,,Active,,12,10,
CUST-0725,Fluxo,,27,Stable,8772.72,2026-03-30,,Active,,7,6,ACC-1105
CUST-0726,DATAPRIME,lucas@raptorsoft.com,71,,0.0,2025-02-20,2023-10-07,Churned,2024-04-08,8,4,ACC-1106
CUST-0727,ConnectWave,lucas@raptorsoft.com,52,Stable,14611.28,2024-03-25,,Active,,12,6,ACC-1107
CUST-0728,SKYOPS,carla@raptorsoft.com,81,Declining,11645.4,2025-08-18,,Active,2023-08-01,2,,
CUST-0729,Polare Ltda,rafael@raptorsoft.com,,Stable,0.0,2025-09-10,2024-07-17,Churned,2023-12-18,10,10,
CUST-0730,RushFlow,carla@raptorsoft.com,59,,3384.11,2025-04-05,,Active,,4,,ACC-1110
CUST-0731,Mind Box,patricia@raptorsoft.com,49,Declining,11416.18,2025-10-21,,Active,,8,4,ACC-1111
CUST-0732,ZENTRA,carla@raptorsoft.com,51,Declining,12381.17,2025-12-30,,Active,2024-08-11,12,5,
CUST-0733,Amplia,patricia@raptorsoft.com,82,,9327.75,2025-06-12,,Active,2023-07-06,5,10,
CUST-0734,Core Logic,rafael@raptorsoft.com,20,Declining,12144.19,2026-05-24,,Active,,8,,ACC-1114
CUST-0735,TapFlow,patricia@raptorsoft.com,,Declining,12768.44,2024-08-19,,Active,,10,2,ACC-1115
CUST-0736,Innova Tech,carla@raptorsoft.com,,Improving,8720.19,2025-02-14,,Active,,10,,ACC-1116
CUST-0737,gridsoft,carla@raptorsoft.com,,,14335.17,2025-05-09,,Active,2024-10-01,3,10,
CUST-0738,Polaris,lucas@raptorsoft.com,43,Declining,10036.94,2026-04-02,,Active,2024-12-08,7,,ACC-1118
CUST-0739,BLUEPATH,rafael@raptorsoft.com,75,Stable,0.0,2026-01-15,,Active,2024-11-13,10,,
CUST-0740,ACME CORP,,44,,0.0,2025-02-15,2023-06-23,Churned,2024-12-25,5,8,ACC-1100
CUST-0741,BETA SOLUTIONS,carla@raptorsoft.com,50,Improving,3713.41,2026-03-08,,Active,2023-10-28,12,,ACC-1101
CUST-0742,GRUPO NEXUS,lucas@raptorsoft.com,89,Stable,0.0,2025-11-28,2024-08-02,Churned,,4,10,ACC-1102
CUST-0743,Vertice Tech,lucas@raptorsoft.com,85,Stable,7784.84,2026-06-02,,Active,2023-08-17,12,,ACC-1103
CUST-0744,orbit digital,patricia@raptorsoft.com,79,Stable,0.0,2025-04-20,2024-08-29,Churned,,2,,ACC-1104
CUST-0745,FLUXO SISTEMAS,rafael@raptorsoft.com,83,,0.0,2026-05-21,2023-10-29,Churned,2024-05-31,2,,
CUST-0746,DataPrime,patricia@raptorsoft.com,,Improving,1331.36,2025-04-09,,Active,,4,6,ACC-1106
CUST-0747,Connect Wave,patricia@raptorsoft.com,,Stable,8756.45,2025-03-01,,Active,,3,,ACC-1107
CUST-0748,SKYOPS,patricia@raptorsoft.com,,Improving,0.0,2025-11-23,2024-11-30,Churned,,12,2,
CUST-0749,Polare,,,Stable,2897.03,2026-01-19,,Active,2024-05-05,7,4,ACC-1109
CUST-0750,RushFlow,,29,Declining,12271.07,2026-02-04,,Active,,9,,
CUST-0751,MINDBOX,lucas@raptorsoft.com,,,0.0,2026-05-12,2024-02-03,Churned,2023-12-28,11,4,
CUST-0752,zentra,lucas@raptorsoft.com,96,Stable,8278.02,2025-12-20,,Active,2023-09-26,5,,
CUST-0753,Amplia Soluções,patricia@raptorsoft.com,27,Stable,0.0,2026-02-18,2024-12-26,Churned,2024-12-21,1,1,ACC-1113
CUST-0754,CoreLogic,patricia@raptorsoft.com,93,,7028.51,2026-03-31,,Active,2024-11-11,8,,ACC-1114
CUST-0755,TAPFLOW,rafael@raptorsoft.com,69,Stable,0.0,2025-02-10,2024-12-09,Churned,2023-12-16,8,,
CUST-0756,Innova,rafael@raptorsoft.com,89,Stable,8832.57,2024-03-26,,Active,2024-07-18,8,,
CUST-0757,GridSoft,patricia@raptorsoft.com,78,Improving,0.0,2025-06-17,2025-01-29,Churned,2024-06-13,8,7,
CUST-0758,polaris,carla@raptorsoft.com,86,,0.0,2025-03-03,2024-11-23,Churned,,0,,ACC-1118
CUST-0759,BluePath,,67,,1480.66,2024-02-07,,Active,2023-07-18,10,3,ACC-1119
CUST-0760,ACME CORP,patricia@raptorsoft.com,46,Stable,14711.25,2026-02-01,,Active,2024-02-04,6,4,ACC-1100
CUST-0761,Beta Solutions,rafael@raptorsoft.com,56,Stable,13546.73,2024-06-08,2023-09-24,Active,2023-11-20,8,10,ACC-1101
CUST-0762,nexus,,72,,7925.35,2025-03-27,,Active,2024-01-24,1,,ACC-1102
CUST-0763,VERTICE TECH,rafael@raptorsoft.com,51,,10370.5,2026-05-25,,Active,2024-04-15,3,,ACC-1103
CUST-0764,Orbit Digital,carla@raptorsoft.com,22,Improving,11863.33,2026-05-23,,Active,2024-02-22,7,8,ACC-1104
CUST-0765,Fluxo Sistemas Ltda,patricia@raptorsoft.com,60,Declining,0.0,2025-06-10,2024-07-18,Churned,,12,,
CUST-0766,DATAPRIME,rafael@raptorsoft.com,85,Declining,9006.55,2025-03-14,,Active,2023-08-08,0,,ACC-1106
CUST-0767,CONNECTWAVE,carla@raptorsoft.com,69,Stable,14297.35,2025-09-23,,Active,2024-11-01,2,2,ACC-1107
CUST-0768,skyops,rafael@raptorsoft.com,,Stable,9903.49,2024-05-23,,Active,2024-04-07,2,9,
CUST-0769,Polare,patricia@raptorsoft.com,,Declining,0.0,2025-05-20,2023-07-24,Churned,,2,6,ACC-1109
CUST-0770,RUSHFLOW,patricia@raptorsoft.com,91,,0.0,2025-02-08,2024-10-04,Churned,,4,,ACC-1110
CUST-0771,Mindbox,lucas@raptorsoft.com,,Stable,0.0,2025-10-17,2024-04-24,Churned,,0,7,ACC-1111
CUST-0772,Zentra Tech,lucas@raptorsoft.com,,Stable,11936.59,2026-01-16,,Active,,0,1,
CUST-0773,Amplia,lucas@raptorsoft.com,,Stable,11014.67,2024-11-27,,Active,2024-05-11,5,2,ACC-1113
CUST-0774,CoreLogic,carla@raptorsoft.com,72,Stable,6159.59,2025-09-01,,Active,2024-10-25,7,,
CUST-0775,tapflow,carla@raptorsoft.com,,Declining,3132.95,2025-06-12,,Active,,7,,ACC-1115
CUST-0776,Innova Tech,carla@raptorsoft.com,60,Declining,1520.8,2025-05-18,,Active,2024-05-10,4,,ACC-1116
CUST-0777,gridsoft,,80,Improving,12055.0,2024-01-19,,Active,2024-05-21,2,,ACC-1117
CUST-0778,POLARIS,carla@raptorsoft.com,83,,0.0,2025-03-21,2023-08-03,Churned,2024-06-13,12,,ACC-1118
CUST-0779,BluePath,patricia@raptorsoft.com,64,Declining,13856.56,2025-09-27,,Active,2023-10-30,3,,
CUST-0780,ACME CORP,rafael@raptorsoft.com,42,Improving,14566.02,2025-11-01,,Active,,9,,ACC-1100
CUST-0781,beta solutions,,60,Stable,3866.33,2025-08-17,,Active,2024-07-24,7,,ACC-1101
CUST-0782,nexus,carla@raptorsoft.com,,Improving,1326.7,2025-08-28,,Active,2024-07-02,3,1,
CUST-0783,Vértice Tech,patricia@raptorsoft.com,,Stable,5705.41,2025-07-25,,Active,,6,8,ACC-1103
CUST-0784,Orbit,rafael@raptorsoft.com,53,Improving,7079.97,2026-03-18,,Active,2024-06-12,12,,
CUST-0785,Fluxo,lucas@raptorsoft.com,43,,0.0,2024-06-05,,Active,,1,,ACC-1105
CUST-0786,DataPrime,patricia@raptorsoft.com,64,,12589.65,2025-10-31,,Active,2023-08-05,3,5,
CUST-0787,connectwave,carla@raptorsoft.com,70,,11708.48,2025-01-01,,Active,2024-12-09,9,,
CUST-0788,Sky Ops,lucas@raptorsoft.com,61,Stable,14792.79,2025-04-09,,Active,,1,,ACC-1108
CUST-0789,polare,carla@raptorsoft.com,32,Improving,0.0,2025-09-25,2024-03-04,Churned,,7,3,ACC-1109
CUST-0790,RUSHFLOW,carla@raptorsoft.com,50,Stable,0.0,2025-12-28,2024-07-25,Churned,,9,4,
CUST-0791,mindbox,carla@raptorsoft.com,61,,7717.6,2026-05-03,,Active,2024-10-08,7,,
CUST-0792,zentra,lucas@raptorsoft.com,42,Improving,0.0,2025-01-08,2023-08-01,Churned,2024-07-24,0,,ACC-1112
CUST-0793,Amplia Soluções Ltda,rafael@raptorsoft.com,,Stable,12816.73,2025-03-24,,Active,,12,9,ACC-1113
CUST-0794,CORELOGIC,rafael@raptorsoft.com,68,,0.0,2025-01-07,,Active,,0,,ACC-1114
CUST-0795,TAPFLOW,patricia@raptorsoft.com,24,,0.0,2025-06-16,2023-10-15,Churned,2024-08-05,5,1,ACC-1115
CUST-0796,INNOVA,carla@raptorsoft.com,16,Declining,11431.59,2025-02-07,,Active,2024-12-11,4,,ACC-1116
CUST-0797,GRIDSOFT,,,Declining,0.0,2025-06-30,2024-12-12,Churned,,6,,ACC-1117
CUST-0798,polaris,patricia@raptorsoft.com,59,Declining,1216.94,2024-06-06,,Active,,8,,
CUST-0799,BluePath,,75,Stable,6836.25,2025-05-16,,Active,,11,,ACC-1119
CUST-0800,Acme,carla@raptorsoft.com,70,Improving,0.0,2025-08-20,2024-06-12,Churned,2024-08-25,4,,
CUST-0801,Beta Solutions,patricia@raptorsoft.com,58,Stable,4293.75,2026-03-04,,Active,,10,8,ACC-1101
CUST-0802,Nexus Group,patricia@raptorsoft.com,28,Stable,9747.82,2025-03-15,,Active,,8,,
CUST-0803,Vértice Tech,carla@raptorsoft.com,12,,14310.09,2025-01-06,,Active,2024-10-08,6,3,
CUST-0804,ORBIT DIGITAL,patricia@raptorsoft.com,,Stable,2968.26,2026-06-16,,Active,2023-06-27,9,9,
CUST-0805,FLUXO SISTEMAS,,22,Improving,13889.48,2025-07-14,,Active,2023-06-09,7,,ACC-1105
CUST-0806,Data Prime,lucas@raptorsoft.com,99,Declining,5839.0,2025-06-13,2023-07-16,Active,,9,,
CUST-0807,CONNECTWAVE,patricia@raptorsoft.com,,Improving,11035.9,2026-06-04,2024-12-02,Active,2024-05-01,0,5,ACC-1107
CUST-0808,SkyOps,lucas@raptorsoft.com,,Stable,1630.78,2025-06-18,,Active,2024-12-01,9,4,
CUST-0809,Polare,carla@raptorsoft.com,,Stable,1821.62,2024-03-05,,Active,,9,10,ACC-1109
CUST-0810,Rush Flow,rafael@raptorsoft.com,93,,12868.16,2025-11-25,,Active,2023-12-05,12,,ACC-1110
CUST-0811,mindbox,rafael@raptorsoft.com,58,Declining,3375.69,2025-09-12,,Active,,4,,
CUST-0812,ZENTRA,lucas@raptorsoft.com,,Declining,8205.61,2025-06-20,,Active,2023-12-02,7,,
CUST-0813,AMPLIA SOLUCOES,patricia@raptorsoft.com,,Stable,6940.32,2025-02-23,,Active,2024-11-10,4,,
CUST-0814,CORELOGIC,lucas@raptorsoft.com,33,Declining,0.0,2026-03-02,,Active,,0,,ACC-1114
CUST-0815,TapFlow,lucas@raptorsoft.com,57,Improving,10655.36,2026-06-08,,Active,,10,4,ACC-1115
CUST-0816,Innova Tech,lucas@raptorsoft.com,67,Declining,14853.13,2025-12-16,,Active,2024-08-14,1,2,
CUST-0817,Grid Soft,lucas@raptorsoft.com,25,Declining,11443.0,2025-01-03,,Active,2024-10-29,0,,
CUST-0818,Polaris,,,Stable,4684.6,2025-12-26,2024-08-09,Active,2023-07-16,2,1,ACC-1118
CUST-0819,Blue Path,carla@raptorsoft.com,,Declining,5443.01,2025-03-05,,Active,,10,,
CUST-0820,Acme,rafael@raptorsoft.com,,,12904.23,2025-01-27,2024-01-18,Active,2023-07-15,12,6,ACC-1100
CUST-0821,Beta Solutions,rafael@raptorsoft.com,91,Declining,7492.78,2026-02-27,,Active,2024-05-02,0,9,ACC-1101
CUST-0822,Grupo Nexus,lucas@raptorsoft.com,34,Stable,0.0,2026-02-28,2023-07-31,Churned,2023-08-23,10,1,ACC-1102
CUST-0823,Vertice,carla@raptorsoft.com,64,Declining,7863.0,2024-01-28,,Active,,0,10,
CUST-0824,ORBIT DIGITAL,,92,Stable,1768.13,2024-08-19,,Active,,5,,ACC-1104
CUST-0825,FLUXO SISTEMAS,rafael@raptorsoft.com,38,Stable,13020.79,2025-07-14,,Active,2023-12-02,6,,ACC-1105
CUST-0826,dataprime,rafael@raptorsoft.com,67,Declining,11849.33,2025-03-04,,Active,,6,,ACC-1106
CUST-0827,CONNECTWAVE,carla@raptorsoft.com,79,Improving,12749.85,2024-08-22,,Active,,8,5,ACC-1107
CUST-0828,SkyOps,,,Improving,7798.31,2025-03-17,,Active,,0,,ACC-1108
CUST-0829,polare,,,Improving,3881.61,2024-12-21,,Active,2024-12-14,0,4,ACC-1109
CUST-0830,Rush Flow,rafael@raptorsoft.com,,Declining,11495.81,2025-09-20,,Active,2024-09-17,2,7,ACC-1110
CUST-0831,mindbox,rafael@raptorsoft.com,96,Stable,0.0,2025-03-02,2023-07-23,Churned,,5,10,
CUST-0832,ZENTRA,rafael@raptorsoft.com,43,Declining,2365.63,2024-09-29,,Active,2023-07-15,3,1,
CUST-0833,Amplia Soluções Ltda,,42,Improving,11713.28,2025-08-04,2024-05-29,Active,2024-06-02,11,,ACC-1113
CUST-0834,CoreLogic,patricia@raptorsoft.com,50,Stable,4851.89,2026-05-02,,Active,2023-09-02,3,,
CUST-0835,tapflow,lucas@raptorsoft.com,81,Stable,14298.8,2025-08-14,,Active,2024-12-18,12,1,
CUST-0836,innova,rafael@raptorsoft.com,26,Declining,12768.16,2025-09-07,2023-07-14,Active,2024-08-30,6,,ACC-1116
CUST-0837,GRIDSOFT,patricia@raptorsoft.com,,Declining,11320.93,2025-09-28,,Active,,7,3,ACC-1117
CUST-0838,polaris,patricia@raptorsoft.com,,,0.0,2026-06-16,2023-12-11,Churned,2024-05-20,12,,ACC-1118
CUST-0839,Blue Path,lucas@raptorsoft.com,,,0.0,2025-05-04,2024-11-24,Active,,9,9,ACC-1119
CUST-0840,acme,patricia@raptorsoft.com,62,Improving,0.0,2026-03-13,2024-05-28,Churned,,3,,
CUST-0841,BETA SOLUTIONS,rafael@raptorsoft.com,,Stable,0.0,2026-01-13,2023-11-11,Churned,2024-03-19,10,,
CUST-0842,Nexus Group,patricia@raptorsoft.com,19,Stable,0.0,2025-01-21,2024-11-19,Churned,2023-12-28,2,2,
CUST-0843,VERTICE TECH,rafael@raptorsoft.com,11,Stable,0.0,2026-06-21,2024-01-31,Churned,,9,4,ACC-1103
CUST-0844,Orbit Digital,carla@raptorsoft.com,62,Improving,2383.52,2025-04-07,2024-03-28,Active,2024-10-27,0,,ACC-1104
CUST-0845,Fluxo Sistemas Ltda,patricia@raptorsoft.com,62,Declining,6343.46,2025-02-23,,Active,2023-09-03,3,,
CUST-0846,DataPrime,lucas@raptorsoft.com,37,Improving,7539.68,2026-05-23,,Active,2024-02-24,9,10,ACC-1106
CUST-0847,CONNECTWAVE,patricia@raptorsoft.com,72,Stable,12988.71,2025-03-06,,Active,2023-09-18,10,,ACC-1107
CUST-0848,SkyOps,lucas@raptorsoft.com,46,Stable,0.0,2025-10-10,2025-01-24,Churned,,7,1,
CUST-0849,Polare,rafael@raptorsoft.com,,Stable,7452.92,2025-03-31,,Active,,10,2,
CUST-0850,RushFlow,rafael@raptorsoft.com,22,Stable,11445.75,2026-03-17,,Active,,7,,ACC-1110
CUST-0851,Mindbox,lucas@raptorsoft.com,16,Improving,13161.36,2025-06-01,,Active,2024-07-04,9,,
CUST-0852,ZENTRA,lucas@raptorsoft.com,17,Declining,12296.25,2026-05-26,,Active,2023-09-05,5,,
CUST-0853,AMPLIA SOLUCOES,,,Declining,5054.9,2025-03-27,2024-10-31,Active,2023-11-12,5,,
CUST-0854,CORELOGIC,patricia@raptorsoft.com,88,,9928.62,2025-08-28,,Active,2024-05-07,11,10,
CUST-0855,TAPFLOW,patricia@raptorsoft.com,97,Declining,7179.13,2025-11-04,,Active,,0,9,ACC-1115
CUST-0856,INNOVA,rafael@raptorsoft.com,90,Stable,14119.03,2026-04-22,,Active,2024-12-03,7,,ACC-1116
CUST-0857,Grid Soft,lucas@raptorsoft.com,62,Improving,5099.4,2026-01-22,,Active,,0,,ACC-1117
CUST-0858,Polaris Tech,patricia@raptorsoft.com,82,Improving,809.48,2024-12-07,,Active,2024-10-11,5,,
