opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days,slippage_discount,engagement_modifier_for_forecast,win_rate_base,adjusted_win_rate,forecast_contribution,slippage_bucket
OPP-2024318,CONNECTWAVE,ACC-1107,Mid-Market,Discovery,39182.07,2025-01-12,mariana@raptorsoft.com,Commit,2023-12-04,70.0,,Discovery/Qualification,commit,connectwave,405.0,,,False,True,93,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6649.2,91-180d
OPP-2024319,skyops,ACC-1108,Enterprise,Proposal,113143.92,2024-10-12,ana.lima@raptorsoft.com,Best Case,2024-07-27,50.0,HS-90502,Proposal,best_case,skyops,77.0,,,False,True,185,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8225.56,>180d
OPP-2024320,Amplia Soluções Ltda,ACC-1113,Mid-Market,Negotiation,76966.18,2025-01-16,joao@raptorsoft.com,Commit,2024-10-30,17.0,,Negotiation,commit,amplia,78.0,,,False,True,89,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,20519.18,61-90d
OPP-2024321,gridsoft,ACC-1117,SMB,Proposal,17507.81,2024-09-03,joao@raptorsoft.com,Pipeline,2023-10-08,15.0,HS-90038,Proposal,pipeline,gridsoft,331.0,,,False,True,224,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1272.82,>180d
OPP-2024322,GridSoft,ACC-1117,Mid-Market,Prop,148291.77,2024-05-15,ana.lima@raptorsoft.com,Pipeline,2024-09-04,65.0,,Proposal,pipeline,gridsoft,-112.0,,,False,True,335,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10780.81,>180d
OPP-2024324,DATAPRIME,ACC-1106,SMB,Negotiation,20151.87,2025-01-23,pedro@raptorsoft.com,Best Case,2024-05-05,74.0,HS-90653,Negotiation,best_case,dataprime,263.0,,,False,True,82,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,5372.49,61-90d
OPP-2024328,Polaris,ACC-1118,SMB,Qualification,32061.68,2024-11-16,ana.lima@raptorsoft.com,Best Case,2023-10-01,23.0,HS-90260,Discovery/Qualification,best_case,polaris,412.0,,,False,True,150,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5440.87,91-180d
OPP-2024329,Beta Solutions,ACC-1101,Mid-Market,Discovery,59561.6,2024-01-06,joao@raptorsoft.com,Commit,2023-10-24,116.0,,Discovery/Qualification,commit,betasolutions,74.0,,,False,True,465,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4330.13,>180d
OPP-2024340,Vertice,ACC-1103,Mid-Market,Negotiation,100025.69,2025-01-22,mariana@raptorsoft.com,Pipeline,2024-04-05,114.0,,Negotiation,pipeline,vertice,292.0,,,False,True,83,True,False,False,False,2025Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,26666.85,61-90d
OPP-2024342,FLUXO SISTEMAS,ACC-1105,Mid-Market,Negotiation,77863.02,2024-11-27,ana.lima@raptorsoft.com,Pipeline,2023-09-11,52.0,HS-90502,Negotiation,pipeline,fluxo,443.0,,,False,True,139,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,13213.35,91-180d
OPP-2024344,Amplia Soluções Ltda,,Mid-Market,Proposal,40076.41,2025-01-19,carlos@raptorsoft.com,Best Case,2023-12-06,67.0,HS-90078,Proposal,best_case,amplia,410.0,,,False,True,86,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,10684.37,61-90d
OPP-2024345,rushflow,ACC-1110,Mid-Market,Prospecting,127538.97,2024-04-18,,Best Case,2024-08-26,54.0,HS-90741,Prospecting,best_case,rushflow,-130.0,,,False,True,362,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9272.08,>180d
OPP-2024346,AMPLIA SOLUCOES,ACC-1113,Mid-Market,Discovery,52463.01,2025-01-31,,Pipeline,2024-03-28,750.0,HS-90673,Discovery/Qualification,pipeline,amplia,309.0,,,True,True,74,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,13986.64,61-90d
OPP-2024350,Polare Ltda,ACC-1109,Mid-Market,Proposal,64561.29,2024-08-18,mariana@raptorsoft.com,Commit,2024-06-20,38.0,HS-90689,Proposal,commit,polare,59.0,,,False,True,240,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4693.61,>180d
OPP-2024351,CONNECTWAVE,ACC-1107,Mid-Market,Negotiation,40343.03,2024-03-02,mariana@raptorsoft.com,Pipeline,2023-12-13,27.0,,Negotiation,pipeline,connectwave,80.0,,,False,True,409,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2932.94,>180d
OPP-2024352,Vertice,ACC-1103,Mid-Market,Prospecting,43676.32,2025-01-28,joao@raptorsoft.com,Commit,2024-11-27,72.0,HS-90527,Prospecting,commit,vertice,62.0,,,False,True,77,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,11644.11,61-90d
OPP-2024354,TAPFLOW,ACC-1115,Mid-Market,Qualification,46532.7,2024-05-09,mariana@raptorsoft.com,Pipeline,2023-10-10,65.0,HS-90772,Discovery/Qualification,pipeline,tapflow,212.0,,,False,True,341,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3382.93,>180d
OPP-2024359,polaris,ACC-1118,SMB,Proposal,13263.41,2025-01-02,carlos@raptorsoft.com,Best Case,2023-07-06,105.0,HS-90532,Proposal,best_case,polaris,546.0,,,False,True,103,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2250.8,91-180d
OPP-2024361,Fluxo,ACC-1105,Mid-Market,Proposal,117806.04,2024-04-13,pedro@raptorsoft.com,Best Case,2024-09-06,16.0,,Proposal,best_case,fluxo,-146.0,,,False,True,367,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8564.5,>180d
OPP-2024362,MINDBOX,ACC-1111,Enterprise,Negotiation,215836.23,2023-12-29,,Commit,2023-10-30,19.0,HS-90312,Negotiation,commit,mindbox,60.0,,,False,True,473,True,False,False,False,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,15691.29,>180d
OPP-2024363,orbit digital,ACC-1104,Mid-Market,Prospecting,134451.18,2025-01-23,mariana@raptorsoft.com,Commit,2024-11-12,107.0,HS-90471,Prospecting,commit,orbit,72.0,,,False,True,82,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,35844.68,61-90d
OPP-2024364,Amplia,ACC-1113,SMB,Prospecting,28257.58,2024-03-29,ana.lima@raptorsoft.com,Commit,2024-05-29,74.0,HS-90126,Prospecting,commit,amplia,-61.0,,,False,True,382,True,False,False,False,2024Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2054.33,>180d
OPP-2024365,beta solutions,ACC-1101,Enterprise,Negotiation,107465.63,2024-02-24,ana.lima@raptorsoft.com,Commit,2023-08-24,108.0,HS-90546,Negotiation,commit,betasolutions,184.0,,,False,True,416,True,False,False,False,2024Q1,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7812.75,>180d
OPP-2024366,SKYOPS,ACC-1108,SMB,Discovery,19522.77,2023-11-18,ana.lima@raptorsoft.com,Best Case,2023-07-24,12.0,HS-90060,Discovery/Qualification,best_case,skyops,117.0,,,False,True,514,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1419.31,>180d
OPP-2024367,DataPrime,ACC-1106,SMB,Discovery,16201.45,2023-09-03,pedro@raptorsoft.com,Best Case,2023-08-29,15.0,,Discovery/Qualification,best_case,dataprime,5.0,,,False,True,590,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1177.85,>180d
OPP-2024373,Innova Tech,ACC-1116,SMB,Prop,36657.77,2023-10-12,pedro@raptorsoft.com,best case,2024-11-17,78.0,,Proposal,best_case,innova,-402.0,,,False,True,551,True,False,False,False,2023Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2665.02,>180d
OPP-2024374,Fluxo Sistemas,ACC-1105,Mid-Market,Negotiation,131720.06,2025-01-31,,Commit,2024-02-19,55.0,HS-90330,Negotiation,commit,fluxo,347.0,,,False,True,74,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,35116.57,61-90d
OPP-2024375,BLUEPATH,ACC-1119,SMB,Proposal,31565.76,2024-12-12,carlos@raptorsoft.com,best case,2024-10-20,74.0,HS-90433,Proposal,best_case,bluepath,53.0,,,False,True,124,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5356.71,91-180d
OPP-2024379,Nexus Group,ACC-1102,SMB,Negotiation,11776.51,2024-11-12,joao@raptorsoft.com,best case,2023-09-08,40.0,,Negotiation,best_case,nexus,431.0,,,False,True,154,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1998.47,91-180d
OPP-2024380,mindbox,ACC-1111,Mid-Market,Qualification,64927.67,2024-10-28,pedro@raptorsoft.com,Pipeline,2023-11-27,55.0,HS-90206,Discovery/Qualification,pipeline,mindbox,336.0,,,False,True,169,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,11018.23,91-180d
OPP-2024386,CoreLogic,ACC-1114,Mid-Market,Negotiation,100077.91,2024-07-12,carlos@raptorsoft.com,Best Case,2024-03-31,49.0,,Negotiation,best_case,corelogic,103.0,,,False,True,277,True,False,False,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7275.66,>180d
OPP-2024389,Fluxo Sistemas Ltda,ACC-1105,SMB,Proposal,31523.21,2024-09-24,ana.lima@raptorsoft.com,Best Case,2024-08-17,67.0,HS-90739,Proposal,best_case,fluxo,38.0,,,False,True,203,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2291.74,>180d
OPP-2024390,DATAPRIME,ACC-1106,SMB,Proposal,29427.94,2023-05-12,joao@raptorsoft.com,Commit,2024-01-09,85.0,HS-90435,Proposal,commit,dataprime,-242.0,,,False,True,704,True,False,False,False,2023Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2139.41,>180d
OPP-2024393,polaris,ACC-1118,SMB,Qualification,21738.79,2023-12-27,mariana@raptorsoft.com,Commit,2023-10-22,74.0,HS-90733,Discovery/Qualification,commit,polaris,66.0,,,False,True,475,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1580.41,>180d
OPP-2024394,FLUXO SISTEMAS,ACC-1105,SMB,Prop,26169.7,2024-08-01,carlos@raptorsoft.com,Pipeline,2023-11-24,118.0,HS-90179,Proposal,pipeline,fluxo,251.0,,,False,True,257,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1902.54,>180d
OPP-2024395,Vertice,ACC-1103,Mid-Market,Proposal,113822.64,2024-09-26,pedro@raptorsoft.com,Best Case,2024-09-15,118.0,HS-90421,Proposal,best_case,vertice,11.0,,,False,True,201,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8274.91,>180d
OPP-2024397,Core Logic,ACC-1114,SMB,Proposal,7889.2,2024-12-17,pedro@raptorsoft.com,pipeline,2024-10-18,38.0,HS-90687,Proposal,pipeline,corelogic,60.0,,,False,True,119,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1338.8,91-180d
OPP-2024398,Amplia,ACC-1113,SMB,Qualification,6205.57,2025-01-31,carlos@raptorsoft.com,Pipeline,2024-07-01,750.0,HS-90383,Discovery/Qualification,pipeline,amplia,214.0,,,True,True,74,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,1654.4,61-90d
OPP-2024399,Vértice Tech,ACC-1103,SMB,Prospecting,11725.31,2024-01-16,joao@raptorsoft.com,Pipeline,2023-07-29,42.0,,Prospecting,pipeline,vertice,171.0,,,False,True,455,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,852.43,>180d
OPP-2024400,SkyOps,ACC-1108,SMB,Discovery,5524.81,2023-10-13,mariana@raptorsoft.com,best case,2023-10-17,77.0,,Discovery/Qualification,best_case,skyops,-4.0,,,False,True,550,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,401.65,>180d
OPP-2024402,orbit digital,ACC-1104,Mid-Market,Discovery,59225.49,2024-07-17,joao@raptorsoft.com,Best Case,2023-11-05,93.0,,Discovery/Qualification,best_case,orbit,255.0,,,False,True,272,True,False,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4305.69,>180d
OPP-2024403,DATAPRIME,ACC-1106,Mid-Market,Negotiation,127525.26,2024-07-14,ana.lima@raptorsoft.com,Best Case,2023-08-10,90.0,,Negotiation,best_case,dataprime,339.0,,,False,True,275,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9271.09,>180d
OPP-2024404,SkyOps,ACC-1108,SMB,Prospecting,6823.74,2024-12-07,joao@raptorsoft.com,Best Case,2024-11-15,60.0,HS-90180,Prospecting,best_case,skyops,22.0,,,False,True,129,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1157.99,91-180d
OPP-2024406,Vértice Tech,ACC-1103,Mid-Market,Proposal,75017.63,2024-05-28,,best case,2024-03-20,65.0,HS-90425,Proposal,best_case,vertice,69.0,,,False,True,322,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5453.78,>180d
OPP-2024409,acme,ACC-1100,Mid-Market,Proposal,39641.8,2024-09-08,pedro@raptorsoft.com,Commit,2024-07-28,85.0,HS-90421,Proposal,commit,acme,42.0,,,False,True,219,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2881.96,>180d
OPP-2024412,Zentra Tech,ACC-1112,SMB,Proposal,7249.19,2023-03-04,joao@raptorsoft.com,Commit,2023-09-26,102.0,,Proposal,commit,zentra,-206.0,,,False,True,773,True,False,False,False,2023Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,527.02,>180d
OPP-2024413,RUSHFLOW,,Enterprise,Proposal,248314.05,2024-09-06,mariana@raptorsoft.com,Commit,2024-03-29,46.0,,Proposal,commit,rushflow,161.0,,,False,True,221,True,False,False,False,2024Q3,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,18052.43,>180d
OPP-2024420,Fluxo Sistemas,ACC-1105,Mid-Market,Negotiation,112632.0,2024-12-06,mariana@raptorsoft.com,Best Case,2023-08-05,104.0,HS-90230,Negotiation,best_case,fluxo,489.0,,,False,True,130,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,19113.65,91-180d
OPP-2024422,Polaris Tech,ACC-1118,Mid-Market,Prospecting,99646.04,2024-10-23,mariana@raptorsoft.com,Best Case,2024-08-07,38.0,,Prospecting,best_case,polaris,77.0,,,False,True,174,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,16909.93,91-180d
OPP-2024424,Grupo Nexus,ACC-1102,Mid-Market,Prop,112558.09,2024-09-15,mariana@raptorsoft.com,Pipeline,2024-03-07,84.0,,Proposal,pipeline,nexus,192.0,,,False,True,212,True,False,False,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8182.97,>180d
OPP-2024426,innova,ACC-1116,SMB,Prospecting,25465.25,2024-12-08,joao@raptorsoft.com,best case,2024-11-12,103.0,HS-90211,Prospecting,best_case,innova,26.0,,,False,True,128,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4321.45,91-180d
OPP-2024427,BETA SOLUTIONS,ACC-1101,SMB,Prospecting,22715.19,2023-08-05,pedro@raptorsoft.com,Pipeline,2023-08-05,38.0,HS-90502,Prospecting,pipeline,betasolutions,0.0,,,False,True,619,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1651.39,>180d
OPP-2024428,rushflow,,Enterprise,Negotiation,427905.32,2023-08-09,ana.lima@raptorsoft.com,Best Case,2024-06-25,36.0,,Negotiation,best_case,rushflow,-321.0,,,False,True,615,True,False,False,False,2023Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,31108.72,>180d
OPP-2024429,zentra,ACC-1112,SMB,Prospecting,28678.4,2024-12-29,pedro@raptorsoft.com,Best Case,2024-10-10,106.0,,Prospecting,best_case,zentra,80.0,,,False,True,107,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4866.72,91-180d
OPP-2024430,TapFlow,ACC-1115,SMB,Prospecting,23601.46,2024-04-24,ana.lima@raptorsoft.com,Commit,2024-03-10,29.0,,Prospecting,commit,tapflow,45.0,,,False,True,356,True,False,False,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1715.83,>180d
OPP-2024431,GRUPO NEXUS,ACC-1102,Enterprise,Negotiation,295847.44,2024-12-19,pedro@raptorsoft.com,Commit,2023-12-27,7.0,HS-90759,Negotiation,commit,nexus,358.0,,,False,True,117,True,False,False,False,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,50205.31,91-180d
OPP-2024432,TAPFLOW,ACC-1115,Mid-Market,Proposal,112399.0,2024-09-21,ana.lima@raptorsoft.com,commit,2024-08-16,54.0,HS-90362,Proposal,commit,tapflow,36.0,,,False,True,206,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8171.41,>180d
OPP-2024433,Rush Flow,ACC-1110,SMB,Negotiation,35848.57,2024-11-28,joao@raptorsoft.com,Commit,2024-09-11,31.0,HS-90086,Negotiation,commit,rushflow,78.0,,,False,True,138,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6083.5,91-180d
OPP-2024434,MINDBOX,ACC-1111,Mid-Market,Proposal,46371.41,2025-01-06,joao@raptorsoft.com,best case,2023-07-11,90.0,HS-90756,Proposal,best_case,mindbox,545.0,,,False,True,99,True,False,False,False,2025Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,7869.23,91-180d
OPP-2024435,Polaris Tech,ACC-1118,Enterprise,Negotiation,405484.18,2023-05-17,mariana@raptorsoft.com,Commit,2023-08-13,22.0,,Negotiation,commit,polaris,-88.0,,,False,True,699,True,False,False,False,2023Q2,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,29478.7,>180d
OPP-2024436,RUSHFLOW,ACC-1110,Mid-Market,Discovery,55567.91,2024-02-17,pedro@raptorsoft.com,Pipeline,2023-10-29,8.0,,Discovery/Qualification,pipeline,rushflow,111.0,,,False,True,423,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4039.79,>180d
OPP-2024437,dataprime,ACC-1106,Mid-Market,Prop,40169.25,2024-09-15,ana.lima@raptorsoft.com,commit,2024-08-15,48.0,HS-90549,Proposal,commit,dataprime,31.0,,,False,True,212,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2920.3,>180d
OPP-2024439,polare,,Mid-Market,Discovery,77985.12,2025-01-03,joao@raptorsoft.com,Pipeline,2023-11-08,45.0,HS-90350,Discovery/Qualification,pipeline,polare,422.0,,,False,True,102,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,13234.07,91-180d
OPP-2024440,Mind Box,ACC-1111,SMB,Discovery,7891.52,2024-11-26,ana.lima@raptorsoft.com,Pipeline,2024-11-03,55.0,HS-90514,Discovery/Qualification,pipeline,mindbox,23.0,,,False,True,140,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1339.19,91-180d
OPP-2024441,Vertice Tech,ACC-1103,Enterprise,Qualification,176870.96,2023-12-09,mariana@raptorsoft.com,Pipeline,2023-11-30,40.0,HS-90436,Discovery/Qualification,pipeline,vertice,9.0,,,False,True,493,True,False,False,False,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,12858.52,>180d
OPP-2024442,rushflow,ACC-1110,Mid-Market,Prospecting,72122.94,2024-05-31,ana.lima@raptorsoft.com,commit,2024-05-07,36.0,HS-90258,Prospecting,commit,rushflow,24.0,,,False,True,319,True,False,False,False,2024Q2,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5243.34,>180d
OPP-2024443,ConnectWave,ACC-1107,SMB,Negotiation ,31966.23,2024-10-22,carlos@raptorsoft.com,Commit,2023-10-08,50.0,HS-90760,Negotiation,commit,connectwave,380.0,,,False,True,175,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5424.67,91-180d
OPP-2024444,Acme Corp,ACC-1100,Enterprise,Qualification,318631.61,2025-01-17,,Best Case,2024-01-12,25.0,HS-90777,Discovery/Qualification,best_case,acme,371.0,,,False,True,88,True,False,False,False,2025Q1,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,84947.19,61-90d
OPP-2024445,polaris,ACC-1118,Enterprise,Proposal,293128.25,2024-11-14,ana.lima@raptorsoft.com,Best Case,2024-07-09,73.0,HS-90407,Proposal,best_case,polaris,128.0,,,False,True,152,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,49743.86,91-180d
OPP-2024446,RushFlow,ACC-1110,Mid-Market,Qualification,97499.83,2023-12-29,pedro@raptorsoft.com,Best Case,2023-09-15,113.0,HS-90724,Discovery/Qualification,best_case,rushflow,105.0,,,False,True,473,True,False,False,False,2023Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7088.24,>180d
OPP-2024450,skyops,ACC-1108,SMB,Prospecting,21078.65,2024-11-25,ana.lima@raptorsoft.com,Pipeline,2024-11-02,88.0,,Prospecting,pipeline,skyops,23.0,,,False,True,141,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3577.05,91-180d
OPP-2024452,bluepath,ACC-1119,Enterprise,Negotiation,180928.66,2024-07-31,mariana@raptorsoft.com,Best Case,2023-10-17,8.0,,Negotiation,best_case,bluepath,288.0,,,False,True,258,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,13153.51,>180d
OPP-2024453,Acme Corp.,ACC-1100,Mid-Market,Negotiation,30145.25,2023-10-21,mariana@raptorsoft.com,Best Case,2023-10-14,92.0,,Negotiation,best_case,acme,7.0,,,False,True,542,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2191.56,>180d
OPP-2024454,bluepath,ACC-1119,SMB,Negotiation,17617.27,2023-12-03,mariana@raptorsoft.com,Commit,2023-09-17,86.0,,Negotiation,commit,bluepath,77.0,,,False,True,499,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1280.78,>180d
OPP-2024456,Vértice Tech,ACC-1103,SMB,Proposal,29269.73,2024-12-13,pedro@raptorsoft.com,Best Case,2024-05-22,69.0,,Proposal,best_case,vertice,205.0,,,False,True,123,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4967.07,91-180d
OPP-2024457,CoreLogic,ACC-1114,Mid-Market,DISCOVERY,149268.64,2024-04-18,carlos@raptorsoft.com,Pipeline,2024-02-10,111.0,HS-90147,Discovery/Qualification,pipeline,corelogic,68.0,,,False,True,362,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10851.83,>180d
OPP-2024458,mindbox,,Enterprise,Qualification,146894.32,2024-10-10,mariana@raptorsoft.com,Pipeline,2024-09-04,90.0,HS-90608,Discovery/Qualification,pipeline,mindbox,36.0,,,False,True,187,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10679.22,>180d
OPP-2024459,ACME CORP,ACC-1100,SMB,Negotiation ,34087.38,2023-11-29,carlos@raptorsoft.com,Commit,2023-09-19,83.0,HS-90061,Negotiation,commit,acme,71.0,,,False,True,503,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2478.15,>180d
OPP-2024462,ZENTRA,,Enterprise,Qualification,338844.3,2024-06-09,joao@raptorsoft.com,Best Case,2023-07-29,11.0,,Discovery/Qualification,best_case,zentra,316.0,,,False,True,310,True,False,False,False,2024Q2,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,24633.98,>180d
