customer_id,account_name,csm_owner,health_score,health_trend,mrr_usd,renewal_date,churn_date,status,last_qbr_date,open_tickets,nps_score,sf_account_id,canonical_name,status_corrected,mrr_imputed,mrr_source,days_to_renewal,renewal_proximity_score,nps_bonus,health_trend_score,no_qbr_signal,support_pressure,canonical_segment,segment_confidence,join_confidence,company_mrr_total,contract_count_active
CUST-0510,RUSHFLOW,patricia@raptorsoft.com,47.0,Improving,2778.27,2025-03-25,,Active,,12,,ACC-1110,rushflow,,False,actual,-21,1.0,0.0,0.0,True,1.0,Mid-Market,HIGH,HIGH,183982.75,23
CUST-0511,MINDBOX,rafael@raptorsoft.com,,Declining,1684.91,2025-02-08,2024-11-13,Churned,,7,4.0,,mindbox,True,False,actual,-66,1.0,0.1,1.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0512,zentra,lucas@raptorsoft.com,48.0,Declining,14867.28,2025-11-29,,Active,,3,3.0,ACC-1112,zentra,,False,actual,228,0.0,0.1,1.0,True,0.25,Mid-Market,HIGH,HIGH,236895.41,27
CUST-0513,Amplia Soluções,patricia@raptorsoft.com,86.0,Improving,4958.44,2025-05-13,,Active,2023-08-27,7,2.0,,amplia,,False,actual,28,1.0,0.1,0.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,211018.85,25
CUST-0514,CoreLogic,patricia@raptorsoft.com,,Improving,4049.64,2024-12-08,2023-11-25,Churned,,7,,ACC-1114,corelogic,True,False,actual,-128,1.0,0.0,0.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0515,tapflow,patricia@raptorsoft.com,95.0,Stable,12860.85,2025-08-11,,Active,2023-12-02,11,,ACC-1115,tapflow,,False,actual,118,0.0,0.0,0.3,True,0.9166666666666666,Mid-Market,HIGH,HIGH,213765.26,25
CUST-0516,Innova Tech,patricia@raptorsoft.com,67.0,,11290.82,2025-05-09,,Active,,1,,ACC-1116,innova,,False,actual,24,1.0,0.0,0.5,True,0.08333333333333333,Mid-Market,HIGH,HIGH,198837.46,20
CUST-0517,GridSoft,patricia@raptorsoft.com,98.0,Stable,6198.26,2026-06-16,,Active,2024-06-23,0,,ACC-1117,gridsoft,,False,actual,427,0.0,0.0,0.3,True,0.0,Mid-Market,HIGH,HIGH,188772.05,23
CUST-0518,Polaris Tech,,,Improving,8704.37,2026-04-07,,Active,,10,4.0,,polaris,,False,actual,357,0.0,0.1,0.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,176653.15,23
CUST-0519,BluePath,rafael@raptorsoft.com,25.0,,12762.69,2026-03-11,,Active,2024-08-11,11,8.0,ACC-1119,bluepath,,False,actual,330,0.0,0.0,0.5,True,0.9166666666666666,Mid-Market,HIGH,HIGH,189029.98,25
CUST-0520,acme,,68.0,,4254.49,2025-04-06,,Active,,2,,ACC-1100,acme,,False,actual,-9,1.0,0.0,0.5,True,0.16666666666666666,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0521,beta solutions,,55.0,,8087.72,2025-06-12,,Active,,2,6.0,ACC-1101,betasolutions,,False,actual,58,0.6,0.1,0.5,True,0.16666666666666666,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0522,GRUPO NEXUS,rafael@raptorsoft.com,11.0,Stable,12312.44,2025-12-03,,Active,,5,6.0,,nexus,,False,actual,232,0.0,0.1,0.3,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0523,Vértice Tech,carla@raptorsoft.com,97.0,Improving,0.0,2025-12-14,2024-03-29,Churned,2024-02-27,3,5.0,,vertice,,False,actual,243,0.0,0.1,0.0,True,0.25,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0524,Orbit,rafael@raptorsoft.com,52.0,Improving,8359.39,2025-02-18,,Active,2024-04-14,5,3.0,ACC-1104,orbit,,False,actual,-56,1.0,0.1,0.0,True,0.4166666666666667,Mid-Market,HIGH,HIGH,227071.01,26
CUST-0525,FLUXO SISTEMAS,lucas@raptorsoft.com,87.0,Declining,3265.93,2025-06-08,,Active,,8,,,fluxo,,False,actual,54,0.6,0.0,1.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,217571.91,27
CUST-0526,dataprime,patricia@raptorsoft.com,43.0,Stable,10507.82,2025-07-22,,Active,2023-11-21,9,,,dataprime,,False,actual,98,0.0,0.0,0.3,True,0.75,Mid-Market,HIGH,MEDIUM,213142.01,25
CUST-0527,ConnectWave,lucas@raptorsoft.com,67.0,Improving,5957.3,2025-03-11,,Active,,3,,,connectwave,,False,actual,-35,1.0,0.0,0.0,True,0.25,Mid-Market,HIGH,MEDIUM,238725.88,28
CUST-0528,skyops,lucas@raptorsoft.com,70.0,,7756.85,2026-05-27,,Active,2024-11-07,1,,,skyops,,False,actual,407,0.0,0.0,0.5,False,0.08333333333333333,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0529,Polare Ltda,patricia@raptorsoft.com,,,3131.06,2026-02-28,,Active,,0,8.0,ACC-1109,polare,,False,actual,319,0.0,0.0,0.5,True,0.0,Mid-Market,HIGH,HIGH,218077.81,27
CUST-0530,RushFlow,,,Declining,10883.83,2026-04-16,,Active,,5,6.0,,rushflow,,False,actual,366,0.0,0.1,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,183982.75,23
CUST-0531,mindbox,patricia@raptorsoft.com,88.0,Stable,12579.08,2026-06-03,,Active,2023-09-06,12,3.0,,mindbox,,False,actual,414,0.0,0.1,0.3,True,1.0,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0532,Zentra,carla@raptorsoft.com,14.0,Improving,9909.78,2024-04-09,,Active,2023-10-20,4,,,zentra,,False,actual,-371,1.0,0.0,0.0,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,236895.41,27
CUST-0533,Amplia Soluções,carla@raptorsoft.com,21.0,,12996.68,2025-05-24,,Active,2024-02-09,1,,ACC-1113,amplia,,False,actual,39,0.6,0.0,0.5,True,0.08333333333333333,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0534,CoreLogic,lucas@raptorsoft.com,84.0,Declining,9856.42,2026-06-07,2024-02-16,Churned,,5,,ACC-1114,corelogic,True,False,actual,418,0.0,0.0,1.0,True,0.4166666666666667,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0535,TAPFLOW,lucas@raptorsoft.com,,Stable,0.0,2025-03-17,2024-07-14,Churned,2024-11-23,11,8.0,,tapflow,,False,actual,-29,1.0,0.0,0.3,False,0.9166666666666666,Mid-Market,HIGH,MEDIUM,213765.26,25
CUST-0536,Innova,,47.0,Stable,10113.94,2025-09-15,,Active,2023-09-04,1,8.0,ACC-1116,innova,,False,actual,153,0.0,0.0,0.3,True,0.08333333333333333,Mid-Market,HIGH,HIGH,198837.46,20
CUST-0537,GridSoft,carla@raptorsoft.com,66.0,Declining,9179.27,2026-01-03,,Active,,3,2.0,,gridsoft,,False,actual,263,0.0,0.1,1.0,True,0.25,Mid-Market,HIGH,MEDIUM,188772.05,23
CUST-0538,Polaris Tech,rafael@raptorsoft.com,50.0,Stable,0.0,2026-01-24,2024-04-22,Churned,,9,,,polaris,,False,actual,284,0.0,0.0,0.3,True,0.75,Mid-Market,HIGH,MEDIUM,176653.15,23
CUST-0539,Blue Path,patricia@raptorsoft.com,17.0,,0.0,2025-11-10,2024-03-01,Churned,,2,1.0,,bluepath,,False,actual,209,0.0,0.1,0.5,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0540,Acme Corp.,carla@raptorsoft.com,46.0,,9579.77,2026-06-19,,Active,,8,6.0,ACC-1100,acme,,False,actual,430,0.0,0.1,0.5,True,0.6666666666666666,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0541,BETA SOLUTIONS,rafael@raptorsoft.com,76.0,,0.0,2025-09-17,2024-07-15,Churned,2023-12-06,7,,ACC-1101,betasolutions,,False,actual,155,0.0,0.0,0.5,True,0.5833333333333334,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0542,nexus,,52.0,Improving,0.0,2026-03-14,2025-01-15,Churned,2024-10-22,9,2.0,,nexus,,False,actual,333,0.0,0.1,0.0,False,0.75,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0543,VERTICE TECH,rafael@raptorsoft.com,26.0,Improving,5974.56,2025-06-15,,Active,2024-09-26,9,,,vertice,,False,actual,61,0.3,0.0,0.0,True,0.75,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0544,orbit digital,rafael@raptorsoft.com,48.0,Stable,0.0,2025-04-07,2025-01-26,Churned,,11,,ACC-1104,orbit,,False,actual,-8,1.0,0.0,0.3,True,0.9166666666666666,Mid-Market,HIGH,HIGH,227071.01,26
CUST-0545,Fluxo Sistemas Ltda,lucas@raptorsoft.com,,Stable,2907.17,2025-09-13,,Active,2024-12-12,6,5.0,,fluxo,,False,actual,151,0.0,0.1,0.3,False,0.5,Mid-Market,HIGH,MEDIUM,217571.91,27
CUST-0546,DATAPRIME,carla@raptorsoft.com,57.0,Declining,2817.26,2026-05-23,,Active,2023-12-19,10,,,dataprime,,False,actual,403,0.0,0.0,1.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,213142.01,25
CUST-0547,CONNECTWAVE,carla@raptorsoft.com,89.0,Stable,4376.07,2025-09-17,,Active,2023-12-19,0,,,connectwave,,False,actual,155,0.0,0.0,0.3,True,0.0,Mid-Market,HIGH,MEDIUM,238725.88,28
CUST-0548,SKYOPS,rafael@raptorsoft.com,,Declining,6556.9,2025-02-02,,Active,2024-09-01,2,,,skyops,,False,actual,-72,1.0,0.0,1.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0549,POLARE,carla@raptorsoft.com,10.0,Declining,14254.49,2025-09-01,,Active,2024-06-26,2,,ACC-1109,polare,,False,actual,139,0.0,0.0,1.0,True,0.16666666666666666,Mid-Market,HIGH,HIGH,218077.81,27
CUST-0550,Rush Flow,rafael@raptorsoft.com,90.0,Stable,0.0,2026-05-17,2024-03-20,Churned,,7,,ACC-1110,rushflow,,False,actual,397,0.0,0.0,0.3,True,0.5833333333333334,Mid-Market,HIGH,HIGH,183982.75,23
CUST-0551,MINDBOX,lucas@raptorsoft.com,48.0,,4716.34,2024-01-12,2024-01-16,Churned,2024-09-24,2,,ACC-1111,mindbox,True,False,actual,-459,1.0,0.0,0.5,True,0.16666666666666666,Mid-Market,HIGH,HIGH,217717.35,26
CUST-0552,Zentra,carla@raptorsoft.com,23.0,Improving,8403.88,2026-03-26,,Active,,12,3.0,,zentra,,False,actual,345,0.0,0.1,0.0,True,1.0,Mid-Market,HIGH,MEDIUM,236895.41,27
CUST-0553,Amplia,rafael@raptorsoft.com,95.0,Improving,4417.25,2026-05-16,,Active,,6,5.0,ACC-1113,amplia,,False,actual,396,0.0,0.1,0.0,True,0.5,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0554,CoreLogic,lucas@raptorsoft.com,92.0,Declining,11812.14,2025-03-08,,Active,,7,7.0,,corelogic,,False,actual,-38,1.0,0.0,1.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,206729.08,24
CUST-0555,TapFlow,rafael@raptorsoft.com,22.0,Stable,0.0,2026-01-26,2024-11-29,Churned,2023-08-29,4,,,tapflow,,False,actual,286,0.0,0.0,0.3,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,213765.26,25
CUST-0556,Innova Tech,carla@raptorsoft.com,,,14090.77,2026-06-06,,Active,2023-11-12,12,7.0,ACC-1116,innova,,False,actual,417,0.0,0.0,0.5,True,1.0,Mid-Market,HIGH,HIGH,198837.46,20
CUST-0557,GridSoft,lucas@raptorsoft.com,21.0,Declining,0.0,2025-04-06,2023-10-14,Churned,2024-11-05,9,2.0,ACC-1117,gridsoft,,False,actual,-9,1.0,0.1,1.0,False,0.75,Mid-Market,HIGH,HIGH,188772.05,23
CUST-0558,POLARIS,carla@raptorsoft.com,73.0,Improving,8073.43,2026-03-14,,Active,2023-10-25,1,8.0,ACC-1118,polaris,,False,actual,333,0.0,0.0,0.0,True,0.08333333333333333,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0559,BluePath,carla@raptorsoft.com,52.0,,8807.15,2024-07-12,,Active,2024-12-22,7,,,bluepath,,False,actual,-277,1.0,0.0,0.5,False,0.5833333333333334,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0560,Acme Corp,rafael@raptorsoft.com,75.0,Stable,2360.56,2026-01-31,,Active,2024-02-29,6,,,acme,,False,actual,291,0.0,0.0,0.3,True,0.5,Mid-Market,HIGH,MEDIUM,194509.94,23
CUST-0561,beta solutions,lucas@raptorsoft.com,23.0,Declining,6435.46,2025-01-27,,Active,2024-09-06,9,6.0,,betasolutions,,False,actual,-78,1.0,0.1,1.0,True,0.75,Mid-Market,HIGH,MEDIUM,133712.45,22
CUST-0562,nexus,patricia@raptorsoft.com,64.0,Improving,0.0,2026-04-25,2024-10-09,Churned,2023-10-06,8,6.0,,nexus,,False,actual,375,0.0,0.1,0.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0563,Vertice,lucas@raptorsoft.com,,Declining,6910.2,2026-06-13,,Active,2024-07-18,6,,,vertice,,False,actual,424,0.0,0.0,1.0,True,0.5,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0564,ORBIT DIGITAL,carla@raptorsoft.com,73.0,,14080.35,2026-02-05,,Active,,7,,ACC-1104,orbit,,False,actual,296,0.0,0.0,0.5,True,0.5833333333333334,Mid-Market,HIGH,HIGH,227071.01,26
CUST-0565,Fluxo Sistemas Ltda,carla@raptorsoft.com,14.0,Improving,8659.57,2025-05-03,,Active,2024-09-14,10,4.0,,fluxo,,False,actual,18,1.0,0.1,0.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,217571.91,27
CUST-0566,dataprime,lucas@raptorsoft.com,42.0,Declining,0.0,2025-09-05,2023-11-06,Churned,,5,1.0,,dataprime,,False,actual,143,0.0,0.1,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,213142.01,25
CUST-0567,Connect Wave,,,Declining,1926.02,2026-04-23,,Active,2023-11-01,10,2.0,,connectwave,,False,actual,373,0.0,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,238725.88,28
CUST-0568,SkyOps,rafael@raptorsoft.com,62.0,Stable,2405.49,2025-01-02,2023-09-25,Churned,2024-01-12,4,,,skyops,True,False,actual,-103,1.0,0.0,0.3,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0569,Polare,rafael@raptorsoft.com,60.0,Stable,14036.56,2025-11-25,,Active,2024-04-29,9,8.0,,polare,,False,actual,224,0.0,0.0,0.3,True,0.75,Mid-Market,HIGH,MEDIUM,218077.81,27
CUST-0570,RushFlow,lucas@raptorsoft.com,40.0,Stable,8909.87,2025-09-25,,Active,,11,8.0,,rushflow,,False,actual,163,0.0,0.0,0.3,True,0.9166666666666666,Mid-Market,HIGH,MEDIUM,183982.75,23
CUST-0571,Mind Box,lucas@raptorsoft.com,69.0,Stable,8319.83,2026-05-12,,Active,,12,,,mindbox,,True,global_median_proxy,392,0.0,0.0,0.3,True,1.0,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0572,ZENTRA,patricia@raptorsoft.com,90.0,Declining,1315.7,2025-09-27,,Active,2024-06-04,0,2.0,ACC-1112,zentra,,False,actual,165,0.0,0.1,1.0,True,0.0,Mid-Market,HIGH,HIGH,236895.41,27
CUST-0573,AMPLIA SOLUCOES,rafael@raptorsoft.com,45.0,Declining,4625.87,2026-03-28,,Active,,6,8.0,,amplia,,False,actual,347,0.0,0.0,1.0,True,0.5,Mid-Market,HIGH,MEDIUM,211018.85,25
CUST-0574,Core Logic,lucas@raptorsoft.com,64.0,Declining,13525.61,2026-04-12,,Active,2023-10-07,6,4.0,ACC-1114,corelogic,,False,actual,362,0.0,0.1,1.0,True,0.5,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0575,TAPFLOW,patricia@raptorsoft.com,38.0,,1700.33,2026-04-01,2023-07-22,Churned,2024-02-26,2,3.0,,tapflow,True,False,actual,351,0.0,0.1,0.5,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,213765.26,25
CUST-0576,Innova Tech,lucas@raptorsoft.com,65.0,Improving,0.0,2025-09-16,2023-07-16,Churned,,2,8.0,ACC-1116,innova,,False,actual,154,0.0,0.0,0.0,True,0.16666666666666666,Mid-Market,HIGH,HIGH,198837.46,20
CUST-0577,GRIDSOFT,lucas@raptorsoft.com,,,11739.34,2026-06-28,,Active,2024-09-15,7,8.0,ACC-1117,gridsoft,,False,actual,439,0.0,0.0,0.5,True,0.5833333333333334,Mid-Market,HIGH,HIGH,188772.05,23
CUST-0578,POLARIS,carla@raptorsoft.com,97.0,Improving,14335.9,2026-03-14,,Active,2024-01-09,8,7.0,ACC-1118,polaris,,False,actual,333,0.0,0.0,0.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0579,Blue Path,carla@raptorsoft.com,85.0,Stable,4601.73,2025-03-22,,Active,,5,,ACC-1119,bluepath,,False,actual,-24,1.0,0.0,0.3,True,0.4166666666666667,Mid-Market,HIGH,HIGH,189029.98,25
CUST-0580,Acme Corp.,carla@raptorsoft.com,73.0,Declining,13700.31,2026-04-13,,Active,,1,1.0,,acme,,False,actual,363,0.0,0.1,1.0,True,0.08333333333333333,Mid-Market,HIGH,MEDIUM,194509.94,23
CUST-0581,Beta Solutions Ltda,rafael@raptorsoft.com,40.0,Declining,5390.3,2025-01-27,,Active,,8,1.0,,betasolutions,,False,actual,-78,1.0,0.1,1.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,133712.45,22
CUST-0582,GRUPO NEXUS,lucas@raptorsoft.com,19.0,Stable,3994.76,2024-01-17,,Active,,6,2.0,,nexus,,False,actual,-454,1.0,0.1,0.3,True,0.5,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0583,Vertice,lucas@raptorsoft.com,25.0,Stable,0.0,2025-06-10,2024-01-31,Churned,2024-03-12,2,3.0,,vertice,,False,actual,56,0.6,0.1,0.3,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0584,orbit digital,patricia@raptorsoft.com,51.0,,0.0,2026-06-10,2024-06-04,Churned,2024-03-17,9,6.0,,orbit,,False,actual,421,0.0,0.1,0.5,True,0.75,Mid-Market,HIGH,MEDIUM,227071.01,26
CUST-0585,Fluxo,,62.0,Declining,2464.87,2026-03-10,,Active,2023-08-11,10,2.0,ACC-1105,fluxo,,False,actual,329,0.0,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,217571.91,27
CUST-0586,Data Prime,rafael@raptorsoft.com,89.0,,10401.37,2025-01-09,,Active,2024-11-17,7,,ACC-1106,dataprime,,False,actual,-96,1.0,0.0,0.5,False,0.5833333333333334,Mid-Market,HIGH,HIGH,213142.01,25
CUST-0587,connectwave,carla@raptorsoft.com,49.0,Improving,8319.83,2025-02-02,,Active,2023-08-25,3,,,connectwave,,True,global_median_proxy,-72,1.0,0.0,0.0,True,0.25,Mid-Market,HIGH,MEDIUM,238725.88,28
CUST-0588,skyops,patricia@raptorsoft.com,16.0,,6401.27,2025-02-20,,Active,2024-03-24,1,10.0,ACC-1108,skyops,,False,actual,-54,1.0,-0.08,0.5,True,0.08333333333333333,Mid-Market,HIGH,HIGH,214724.43,25
CUST-0589,Polare,patricia@raptorsoft.com,55.0,Improving,14918.91,2026-02-05,,Active,,2,4.0,,polare,,False,actual,296,0.0,0.1,0.0,True,0.16666666666666666,Mid-Market,HIGH,MEDIUM,218077.81,27
CUST-0590,RUSHFLOW,carla@raptorsoft.com,34.0,Improving,0.0,2026-06-05,2024-03-30,Churned,,10,,,rushflow,,False,actual,416,0.0,0.0,0.0,True,0.8333333333333334,Mid-Market,HIGH,MEDIUM,183982.75,23
CUST-0591,MINDBOX,lucas@raptorsoft.com,71.0,Declining,5439.88,2025-06-17,,Active,2024-06-14,11,,,mindbox,,False,actual,63,0.3,0.0,1.0,True,0.9166666666666666,Mid-Market,HIGH,MEDIUM,217717.35,26
CUST-0592,Zentra,rafael@raptorsoft.com,68.0,Declining,6418.66,2025-02-17,,Active,2024-12-31,5,,ACC-1112,zentra,,False,actual,-57,1.0,0.0,1.0,False,0.4166666666666667,Mid-Market,HIGH,HIGH,236895.41,27
CUST-0593,Amplia Soluções Ltda,rafael@raptorsoft.com,90.0,Stable,1784.51,2025-11-01,,Active,,3,,ACC-1113,amplia,,False,actual,200,0.0,0.0,0.3,True,0.25,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0594,CORELOGIC,lucas@raptorsoft.com,10.0,Declining,12681.19,2026-04-30,,Active,2023-07-10,7,2.0,,corelogic,,False,actual,380,0.0,0.1,1.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,206729.08,24
CUST-0595,TapFlow,lucas@raptorsoft.com,75.0,,0.0,2025-02-18,2024-07-17,Churned,2024-03-26,0,3.0,ACC-1115,tapflow,,False,actual,-56,1.0,0.1,0.5,True,0.0,Mid-Market,HIGH,HIGH,213765.26,25
CUST-0596,Innova Tech,rafael@raptorsoft.com,56.0,,12425.17,2025-09-20,,Active,2024-11-27,10,2.0,ACC-1116,innova,,False,actual,158,0.0,0.1,0.5,False,0.8333333333333334,Mid-Market,HIGH,HIGH,198837.46,20
CUST-0597,Grid Soft,lucas@raptorsoft.com,10.0,Stable,3773.16,2026-05-25,2024-09-21,Churned,,12,3.0,,gridsoft,True,False,actual,405,0.0,0.1,0.3,True,1.0,Mid-Market,HIGH,MEDIUM,188772.05,23
CUST-0598,Polaris,lucas@raptorsoft.com,82.0,Declining,0.0,2026-06-08,2025-01-12,Churned,,7,,ACC-1118,polaris,,False,actual,419,0.0,0.0,1.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0599,BLUEPATH,,100.0,,13328.97,2025-11-14,,Active,,5,,,bluepath,,False,actual,213,0.0,0.0,0.5,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0600,Acme,lucas@raptorsoft.com,,Declining,7484.39,2025-08-21,,Active,2024-06-13,10,1.0,ACC-1100,acme,,False,actual,128,0.0,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0601,BETA SOLUTIONS,carla@raptorsoft.com,47.0,Declining,10158.39,2025-02-15,,Active,,8,8.0,ACC-1101,betasolutions,,False,actual,-59,1.0,0.0,1.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0602,GRUPO NEXUS,patricia@raptorsoft.com,67.0,Declining,11437.67,2024-10-08,,Active,,5,,,nexus,,False,actual,-189,1.0,0.0,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,200687.78,24
CUST-0603,VERTICE TECH,carla@raptorsoft.com,84.0,Stable,11150.34,2025-06-30,,Active,,4,3.0,,vertice,,False,actual,76,0.3,0.1,0.3,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,197690.09,23
CUST-0604,Orbit Digital,patricia@raptorsoft.com,30.0,Improving,14623.65,2025-12-05,,Active,,4,8.0,ACC-1104,orbit,,False,actual,234,0.0,0.0,0.0,True,0.3333333333333333,Mid-Market,HIGH,HIGH,227071.01,26
CUST-0605,Fluxo Sistemas Ltda,,69.0,,13733.83,2026-06-16,,Active,,12,2.0,,fluxo,,False,actual,427,0.0,0.1,0.5,True,1.0,Mid-Market,HIGH,MEDIUM,217571.91,27
CUST-0606,DataPrime,,98.0,Declining,10126.85,2026-06-22,,Active,2024-06-29,4,1.0,,dataprime,,False,actual,433,0.0,0.1,1.0,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,213142.01,25
CUST-0607,CONNECTWAVE,,44.0,Stable,1709.62,2025-06-06,,Active,,5,,,connectwave,,False,actual,52,0.6,0.0,0.3,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,238725.88,28
CUST-0608,SkyOps,patricia@raptorsoft.com,75.0,Improving,6616.1,2025-12-19,,Active,,12,,,skyops,,False,actual,248,0.0,0.0,0.0,True,1.0,Mid-Market,HIGH,MEDIUM,214724.43,25
CUST-0609,POLARE,patricia@raptorsoft.com,68.0,Declining,11711.04,2025-08-19,,Active,2024-10-24,8,,,polare,,False,actual,126,0.0,0.0,1.0,False,0.6666666666666666,Mid-Market,HIGH,MEDIUM,218077.81,27
CUST-0610,RushFlow,carla@raptorsoft.com,54.0,Stable,0.0,2025-11-30,2023-12-22,Churned,2024-09-20,7,5.0,ACC-1110,rushflow,,False,actual,229,0.0,0.1,0.3,True,0.5833333333333334,Mid-Market,HIGH,HIGH,183982.75,23
CUST-0611,MINDBOX,lucas@raptorsoft.com,,Improving,2942.59,2025-05-11,,Active,2024-09-19,11,,ACC-1111,mindbox,,False,actual,26,1.0,0.0,0.0,True,0.9166666666666666,Mid-Market,HIGH,HIGH,217717.35,26
CUST-0612,zentra,carla@raptorsoft.com,52.0,Improving,5129.92,2025-05-06,,Active,2024-04-11,0,2.0,ACC-1112,zentra,,False,actual,21,1.0,0.1,0.0,True,0.0,Mid-Market,HIGH,HIGH,236895.41,27
CUST-0613,Amplia,carla@raptorsoft.com,52.0,Declining,8602.31,2025-03-16,,Active,2023-08-28,4,8.0,ACC-1113,amplia,,False,actual,-30,1.0,0.0,1.0,True,0.3333333333333333,Mid-Market,HIGH,HIGH,211018.85,25
CUST-0614,CORELOGIC,patricia@raptorsoft.com,35.0,,11677.81,2026-06-11,,Active,2024-10-12,8,6.0,ACC-1114,corelogic,,False,actual,422,0.0,0.1,0.5,True,0.6666666666666666,Mid-Market,HIGH,HIGH,206729.08,24
CUST-0615,tapflow,patricia@raptorsoft.com,,Declining,11193.47,2025-05-03,,Active,,9,,,tapflow,,False,actual,18,1.0,0.0,1.0,True,0.75,Mid-Market,HIGH,MEDIUM,213765.26,25
CUST-0616,INNOVA,lucas@raptorsoft.com,,Stable,3292.27,2025-07-04,,Active,,4,,,innova,,False,actual,80,0.3,0.0,0.3,True,0.3333333333333333,Mid-Market,HIGH,MEDIUM,198837.46,20
CUST-0617,gridsoft,,91.0,,11338.31,2025-10-03,,Active,,1,,ACC-1117,gridsoft,,False,actual,171,0.0,0.0,0.5,True,0.08333333333333333,Mid-Market,HIGH,HIGH,188772.05,23
CUST-0618,polaris,lucas@raptorsoft.com,86.0,Declining,7197.34,2025-12-29,,Active,,10,8.0,ACC-1118,polaris,,False,actual,258,0.0,0.0,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,176653.15,23
CUST-0619,BluePath,carla@raptorsoft.com,45.0,Stable,3993.68,2026-03-28,,Active,,7,9.0,,bluepath,,False,actual,347,0.0,-0.08,0.3,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,189029.98,25
CUST-0620,Acme Corp,,10.0,Declining,8688.69,2024-04-07,,Active,,5,6.0,ACC-1100,acme,,False,actual,-373,1.0,0.1,1.0,True,0.4166666666666667,Mid-Market,HIGH,HIGH,194509.94,23
CUST-0621,BETA SOLUTIONS,rafael@raptorsoft.com,52.0,Declining,0.0,2025-05-21,2023-10-15,Churned,,10,5.0,ACC-1101,betasolutions,,False,actual,36,0.6,0.1,1.0,True,0.8333333333333334,Mid-Market,HIGH,HIGH,133712.45,22
CUST-0622,GRUPO NEXUS,,64.0,Declining,10201.57,2025-11-16,,Active,2023-07-01,1,4.0,ACC-1102,nexus,,False,actual,215,0.0,0.1,1.0,True,0.08333333333333333,Mid-Market,HIGH,HIGH,200687.78,24
